City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,nacimiento,-37.5,-72.6667,18.14,68,0,3.67,CL,1675651616
84,thompson,55.7435,-97.8558,-12.91,85,100,2.06,CA,1675651839
85,cayenne,4.9333,-52.3333,22.02,100,75,0.51,GF,1675651883
86,ilulissat,69.2167,-51.1,-17.99,78,100,8.75,GL,1675651884
87,sambava,-14.2667,50.1667,23.45,91,98,1.57,MG,1675651884
88,punta arenas,-53.15,-70.9167,10.06,76,75,6.17,CL,1675651767
89,aban,56.67,96.06,-18.75,100,100,1.91,RU,1675651887
90,ulaanbaatar,47.9077,106.8832,-23.93,77,76,0.0,MN,1675651586
91,new norfolk,-42.7826,147.0587,22.73,58,52,1.34,AU,1675651887
92,cape town,-33.9258,18.4232,21.18,83,0,5.66,ZA,1675651888
93,vostok,46.4856,135.8833,-13.13,76,74,2.9,RU,1675651888
94,pangnirtung,66.1451,-65.7125,-37.45,93,98,2.2,CA,1675651889
95,upernavik,72.7868,-56.1549,-25.99,95,100,4.83,GL,1675651889
96,lagoa,39.05,-27.9833,14.95,85,100,5.95,PT,1675651890
97,wewak,-3.5534,143.6268,27.98,73,100,1.31,PG,1675651890
98,shelburne,44.0787,-80.2041,0.62,96,100,4.01,CA,1675651891
99,saint-augustin,51.226,-58.6502,-17.1,96,100,1.79,CA,1675651891
100,krosno odrzanskie,52.0549,15.0988,-3.53,76,100,0.92,PL,1675651892
101,eunice,30.4944,-92.4176,14.94,75,63,2.02,US,1675651647
102,kadoma,34.7333,135.5833,12.03,51,75,1.54,JP,1675651892
103,butterworth,5.3991,100.3638,27.02,89,20,1.54,MY,1675651893
104,xining,36.6167,101.7667,-2.12,45,80,0.53,CN,1675651893
105,iqaluit,63.7506,-68.5145,-26.84,68,75,7.2,CA,1675651893
106,nome,64.5011,-165.4064,-6.96,63,75,4.12,US,1675651894
107,bajos de haina,18.4154,-70.0332,24.07,95,40,0.0,DO,1675651894
108,guaruja,-23.9931,-46.2564,26.61,26,100,2.27,BR,1675651895
109,clyde river,70.4692,-68.5914,-29.87,69,0,2.57,CA,1675651895
110,tasiilaq,65.6145,-37.6368,-4.91,94,100,2.84,GL,1675651895
111,avera,33.194,-82.5271,8.28,88,0,2.78,US,1675651896
112,talnakh,69.4865,88.3972,-16.55,98,100,0.83,RU,1675651896
113,jumla,29.2747,82.1838,7.91,29,0,0.75,NP,1675651897
114,san luis,-33.295,-66.3356,22.89,37,3,4.1,AR,1675651897
115,eureka,40.8021,-124.1637,8.85,94,87,1.79,US,1675651805
116,gizo,-8.103,156.8419,26.4,85,100,7.02,SB,1675651898
117,rio grande,-32.035,-52.0986,21.0,81,3,1.1,BR,1675651898
118,gombong,-7.6072,109.5142,28.55,71,97,0.75,ID,1675651898
119,brae,60.3964,-1.353,8.09,90,100,11.31,GB,1675651899
120,bandarbeyla,9.4942,50.8122,24.06,70,75,6.56,SO,1675651899
121,constitucion,-35.3333,-72.4167,14.57,90,9,1.84,CL,1675651900
122,beloha,-25.1667,45.05,21.46,91,100,4.33,MG,1675651900
123,kyshtovka,56.555,76.6271,-21.52,100,100,1.65,RU,1675651901
124,wuhan,30.5833,114.2667,10.05,60,98,1.0,CN,1675651901
125,opuwo,-18.0607,13.84,18.5,50,99,0.32,NA,1675651902
126,san quintin,30.4833,-115.95,14.11,84,80,9.64,MX,1675651902
127,east london,-33.0153,27.9116,23.51,84,81,5.42,ZA,1675651903
128,asadabad,34.7824,48.1185,-2.03,86,100,1.46,IR,1675651903
129,konza,-1.7426,37.1294,13.36,70,29,1.32,KE,1675651904
130,norman wells,65.282,-126.8329,-24.98,70,100,1.03,CA,1675651904
131,bluff,-46.6,168.3333,15.57,74,76,11.41,NZ,1675651905
132,port elizabeth,-33.918,25.5701,23.94,94,100,5.14,ZA,1675651624
133,jiaojiang,28.6803,121.4428,13.89,81,81,2.24,CN,1675651905
134,kaili,-3.4626,120.2147,26.55,61,95,1.73,ID,1675651906
135,atuona,-9.8,-139.0333,26.09,75,20,7.54,PF,1675651906
136,rundu,-17.9333,19.7667,18.66,94,100,0.38,NA,1675651906
137,yaan,7.3833,8.5667,25.54,51,100,2.62,NG,1675651907
138,wanning,18.8003,110.3967,25.18,72,99,1.64,CN,1675651908
139,wundanyi,-3.4019,38.364,14.66,93,13,0.93,KE,1675651908
140,wuxi,31.5689,120.2886,8.32,95,100,1.48,CN,1675651908
141,haines junction,60.7522,-137.5108,-11.03,85,100,0.51,CA,1675651909
142,provideniya,64.3833,-173.3,-13.94,72,100,7.15,RU,1675651910
143,zanjan,36.6736,48.4787,-4.02,82,100,3.12,IR,1675651910
144,hovd,48.0056,91.6419,-14.53,74,80,0.55,MN,1675651911
145,grand-lahou,5.1367,-5.0242,25.94,88,96,3.13,CI,1675651911
146,bengkulu,-3.8004,102.2655,27.91,64,79,3.71,ID,1675651911
147,puerto penasco,31.3167,-113.5333,18.0,39,79,2.24,MX,1675651749
148,koygorodok,60.445,50.9968,-23.2,100,100,0.33,RU,1675651912
149,bilma,18.6853,12.9164,16.21,14,12,6.52,NE,1675651912
150,port hedland,-20.3167,118.5667,35.03,43,0,5.66,AU,1675651913
151,salalah,17.0151,54.0924,20.05,83,0,0.0,OM,1675651913
152,berlevag,70.8578,29.0864,4.0,65,100,12.35,NO,1675651913
153,plast,54.3691,60.8136,-19.4,100,100,2.56,RU,1675651914
154,halifax,44.6453,-63.5724,6.0,91,100,7.72,CA,1675651504
155,finnsnes,69.2296,17.9811,3.34,87,100,3.43,NO,1675651914
156,winslow,35.0242,-110.6974,10.1,27,0,5.66,US,1675651915
157,namibe,-15.1961,12.1522,21.31,82,100,2.24,AO,1675651915
158,puerto ayora,-0.7393,-90.3518,26.42,94,32,4.92,EC,1675651916
159,lexington park,38.2668,-76.4538,9.82,81,0,5.14,US,1675651649
160,antofagasta,-23.65,-70.4,22.6,85,36,1.72,CL,1675651724
161,homer,59.6425,-151.5483,0.94,69,100,7.2,US,1675651916
162,hilo,19.7297,-155.09,24.41,86,40,2.57,US,1675651917
163,vidosi,43.7714,17.0283,-6.24,79,95,4.48,BA,1675651917
164,fairbanks,64.8378,-147.7164,-17.02,81,0,3.6,US,1675651917
165,nusaybin,37.0778,41.2178,6.8,90,100,7.79,TR,1675651918
166,kaitangata,-46.2817,169.8464,19.3,57,66,5.64,NZ,1675651918
167,linares,-35.85,-71.6,18.81,58,0,0.71,CL,1675651743
168,seymchan,62.8833,152.4333,-28.54,87,97,0.73,RU,1675651919
169,wuwei,37.9281,102.6414,1.34,30,43,0.5,CN,1675651919
170,birjand,32.8663,59.2211,-1.74,80,0,2.06,IR,1675651635
171,craig,40.5153,-107.5464,1.79,59,100,0.0,US,1675651920
172,nantucket,41.2835,-70.0995,8.08,87,75,4.63,US,1675651920
173,longyearbyen,78.2186,15.6401,-5.09,86,20,4.12,SJ,1675651921
174,chickasha,35.0526,-97.9364,13.17,66,0,2.57,US,1675651921
175,kawalu,-7.3817,108.2082,26.86,63,100,0.3,ID,1675651922
176,bowling green,36.9903,-86.4436,9.41,74,0,2.06,US,1675651754
177,bloomsburg,41.0037,-76.4549,4.67,67,100,1.04,US,1675651785
178,waipawa,-41.4122,175.5153,21.79,54,0,4.85,NZ,1675651923
179,zarubino,42.63,131.0922,-4.23,63,5,2.12,RU,1675651923
180,bonfim,3.0833,-59.95,24.93,72,100,5.22,BR,1675651924
181,sinnamary,5.3833,-52.95,24.22,88,99,4.62,GF,1675651925
182,chara,56.9064,118.2631,-22.62,96,100,1.01,RU,1675651926
183,ponta do sol,32.6667,-17.1,16.35,53,6,2.32,PT,1675651926
184,barrow,71.2906,-156.7887,-27.99,76,100,2.57,US,1675651927
185,reconquista,-29.15,-59.65,21.8,33,64,2.99,AR,1675651927
186,presidencia roque saenz pena,-26.7852,-60.4388,22.84,36,1,1.27,AR,1675651928
187,baker city,44.7749,-117.8344,1.84,86,100,3.6,US,1675651916
188,chilca,-12.5211,-76.7372,22.26,87,45,2.33,PE,1675651929
189,saldanha,-33.0117,17.9442,17.03,92,0,3.32,ZA,1675651930
190,portland,45.5234,-122.6762,9.05,87,75,4.63,US,1675651290
191,uarini,-2.99,-65.1083,21.97,98,99,0.89,BR,1675651931
192,ranong,9.9658,98.6348,27.96,63,88,1.5,TH,1675651931
193,yerbogachen,61.2767,108.0108,-27.45,100,100,0.95,RU,1675651932
194,kodiak,57.79,-152.4072,2.73,93,100,6.17,US,1675651934
195,noshiro,40.2039,140.0242,1.46,74,100,3.37,JP,1675651935
196,tessalit,20.1986,1.0114,18.38,11,0,3.1,ML,1675651937
197,ongandjera,-17.8833,15.0667,19.45,49,86,2.85,NA,1675651938
198,sao felix do xingu,-6.6447,-51.995,21.66,97,74,0.68,BR,1675651939
199,dunedin,-45.8742,170.5036,19.91,56,60,6.27,NZ,1675651939
200,port hardy,50.6996,-127.4199,6.1,93,100,1.03,CA,1675651940
201,yingcheng,30.95,113.55,12.52,57,82,0.56,CN,1675651941
202,kalmunai,7.4167,81.8167,25.22,86,100,4.51,LK,1675651941
203,tocopilla,-22.092,-70.1979,22.6,84,3,1.75,CL,1675651942
204,maniitsoq,65.4167,-52.9,-14.78,85,100,3.97,GL,1675651943
205,bambous virieux,-20.3428,57.7575,26.23,88,40,1.54,MU,1675651943
206,sao jose da coroa grande,-8.8978,-35.1478,25.47,86,31,2.43,BR,1675651944
207,bitam,2.076,11.5007,21.08,94,69,2.06,GA,1675651944
208,bethel,41.3712,-73.414,4.63,63,0,0.89,US,1675651811
209,san francisco del mar,16.2333,-94.65,23.68,75,1,12.95,MX,1675651945
210,paracuru,-3.41,-39.0306,27.28,86,42,3.11,BR,1675651946
211,kodinsk,58.6881,99.1844,-11.96,94,100,2.43,RU,1675651946
212,lae,-6.7221,146.9847,30.88,63,100,3.8,PG,1675651947
213,katangli,51.7102,143.2326,-14.31,76,79,4.26,RU,1675651948
214,mar del plata,-38.0023,-57.5575,25.61,62,0,4.92,AR,1675651948
215,sao filipe,14.8961,-24.4956,20.34,65,43,7.05,CV,1675651948
216,zhigansk,66.7697,123.3711,-39.39,93,100,1.38,RU,1675651949
217,qasigiannguit,68.8193,-51.1922,-17.86,98,100,3.83,GL,1675651949
218,the pas,53.8251,-101.2541,-9.99,85,100,5.66,CA,1675651949
219,bilibino,68.0546,166.4372,-35.75,100,100,0.68,RU,1675651950
220,tuktoyaktuk,69.4541,-133.0374,-42.0,66,20,2.06,CA,1675651950
221,san francisco,37.7749,-122.4194,10.49,82,20,8.94,US,1675651271
222,mahebourg,-20.4081,57.7,26.25,88,40,1.54,MU,1675651928
223,santa rosa,14.3122,121.1114,29.49,74,73,4.36,PH,1675651930
224,omboue,-1.5746,9.2618,25.69,84,100,0.89,GA,1675651951
225,tuy hoa,13.0833,109.3,25.49,78,50,1.4,VN,1675651952
226,san patricio,28.017,-97.5169,18.97,90,0,3.93,US,1675651952
227,ostersund,63.1792,14.6357,-3.75,100,75,3.6,SE,1675651952
228,mogadishu,2.0371,45.3438,24.49,83,5,8.5,SO,1675651953
229,kruisfontein,-34.0033,24.7314,22.71,94,97,1.99,ZA,1675651953
230,lumphat,13.4878,106.9816,30.23,45,71,2.29,KH,1675651954
231,kiunga,-6.1219,141.2906,27.84,84,89,1.66,PG,1675651954
232,krasnoselkup,65.7,82.4667,-27.34,100,76,1.02,RU,1675651954
233,dingle,10.9995,122.6711,28.41,74,85,5.4,PH,1675651955
234,duminichi,53.9345,35.1099,-10.02,98,89,2.35,RU,1675651955
235,sola,-13.8833,167.55,27.72,75,99,7.82,VU,1675651956
236,faenza,44.2857,11.8833,5.29,68,88,1.72,IT,1675651956
237,torbay,47.6666,-52.7314,-2.5,82,75,6.17,CA,1675651956
238,finschhafen,-6.6024,147.8681,29.46,69,100,1.64,PG,1675651957
239,bathsheba,13.2167,-59.5167,24.34,83,75,7.72,BB,1675651957
240,padang,-0.9492,100.3543,28.03,65,100,2.48,ID,1675651801
241,lazaro cardenas,17.9583,-102.2,23.48,80,0,1.2,MX,1675651958
242,kavieng,-2.5744,150.7967,28.74,70,78,2.33,PG,1675651958
243,severnyy-kospashskiy,59.0925,57.8008,-15.78,99,99,0.7,RU,1675651959
244,ahipara,-35.1667,173.1667,21.3,86,82,2.75,NZ,1675651959
245,si sa ket,14.8333,104.3333,32.7,48,22,1.7,TH,1675651959
246,bahir dar,11.5936,37.3908,16.89,34,92,2.19,ET,1675651960
247,dole,47.0833,5.5,5.28,93,0,6.17,FR,1675651722
248,pevek,69.7008,170.3133,-37.61,100,94,1.63,RU,1675651961
249,kisarawe,-6.9,39.0667,21.89,88,40,4.63,TZ,1675651961
250,saint-philippe,-21.3585,55.7679,25.77,82,79,4.95,RE,1675651961
251,vestmannaeyjar,63.4427,-20.2734,4.39,66,100,13.93,IS,1675651962
252,lebu,-37.6167,-73.65,15.75,89,0,7.61,CL,1675651962
253,kurchum,48.5722,83.6542,-8.71,97,99,0.83,KZ,1675651963
254,henties bay,-22.116,14.2845,17.42,90,100,2.84,NA,1675651963
255,saint george,37.1041,-113.5841,8.33,63,100,6.17,US,1675651736
256,natal,-5.795,-35.2094,26.36,83,40,1.54,BR,1675651964
257,radyvyliv,50.1299,25.2558,-6.93,96,98,2.54,UA,1675651964
258,qaqortoq,60.7167,-46.0333,-11.34,86,58,8.41,GL,1675651965
259,port blair,11.6667,92.75,28.02,78,40,4.12,IN,1675651965
260,pacific grove,36.6177,-121.9166,10.92,84,49,3.13,US,1675651965
261,hualmay,-11.0964,-77.6139,22.35,83,52,2.7,PE,1675651966
262,porbandar,21.6422,69.6093,20.68,71,5,3.19,IN,1675651966
263,pisco,-13.7,-76.2167,24.03,83,0,4.63,PE,1675651966
264,buin,-33.7333,-70.75,24.3,70,1,0.82,CL,1675651674
265,molokovo,58.1661,36.7628,-19.14,100,100,1.76,RU,1675651967
266,piacabucu,-10.4056,-36.4344,25.33,84,8,3.01,BR,1675651967
267,bridlington,54.0831,-0.1919,1.96,76,62,5.15,GB,1675651968
268,vardo,70.3705,31.1107,0.99,100,100,12.35,NO,1675651968
269,aykhal,66.0,111.5,-30.21,96,100,1.06,RU,1675651969
270,meulaboh,4.1363,96.1285,24.69,88,99,4.6,ID,1675651969
271,saskylakh,71.9167,114.0833,-41.63,100,97,1.67,RU,1675651969
272,veraval,20.9,70.3667,20.92,56,5,5.12,IN,1675651970
273,los llanos de aridane,28.6585,-17.9182,12.86,73,75,5.14,ES,1675651970
274,linkoping,58.4109,15.6216,-1.9,96,82,3.6,SE,1675651971
275,airai,-8.9266,125.4092,20.55,75,87,1.7,TL,1675651971
276,dubbo,-32.25,148.6167,32.07,22,0,3.6,AU,1675651972
277,moerai,-22.4333,-151.3333,27.06,68,65,4.6,PF,1675651972
278,sangar,63.9242,127.4739,-37.65,96,100,1.89,RU,1675651972
279,ilebo,-4.3167,20.5833,19.23,95,83,1.09,CD,1675651973
280,solntsevo,51.4185,36.7499,-3.38,96,97,3.06,RU,1675651973
281,loanda,-8.8368,13.2343,26.0,83,75,1.54,AO,1675651974
282,coihaique,-45.5752,-72.0662,13.97,51,0,2.57,CL,1675651744
283,gardendale,33.6601,-86.8128,10.24,72,0,0.0,US,1675651974
284,mae sai,20.4335,99.8762,27.41,34,46,0.52,TH,1675651975
285,cockburn town,21.4612,-71.1419,25.5,79,1,10.18,TC,1675651975
286,sebeta,8.9167,38.6167,9.02,53,12,1.33,ET,1675651975
287,derzhavinsk,51.1,66.3167,-9.97,96,100,1.67,KZ,1675651976
288,mogocha,53.7333,119.7667,-15.44,74,100,1.66,RU,1675651976
289,fredericksburg,38.3032,-77.4605,10.62,71,0,3.09,US,1675651893
290,manadhoo,5.7667,73.3833,26.87,74,96,1.53,MV,1675651977
291,lakes entrance,-37.8811,147.981,25.65,56,2,5.16,AU,1675651977
292,olafsvik,64.8945,-23.7142,2.37,64,60,17.14,IS,1675651978
293,lunglei,22.8833,92.7333,18.34,33,17,0.35,IN,1675651978
294,changping,40.2186,116.2197,2.8,21,25,0.49,CN,1675651978
295,eenhana,-17.4667,16.3333,19.12,78,100,1.61,NA,1675651979
296,dicabisagan,17.0818,122.4157,26.46,78,75,1.95,PH,1675651979
297,santa maria,-29.6842,-53.8069,18.61,100,0,1.03,BR,1675651980
298,bismarck,46.8083,-100.7837,-0.52,88,0,7.72,US,1675651980
299,deputatskiy,69.3,139.9,-38.14,99,91,2.28,RU,1675651980
300,praia da vitoria,38.7333,-27.0667,16.14,82,75,6.79,PT,1675651981
301,mount isa,-20.7333,139.5,29.87,66,75,2.06,AU,1675651981
302,bowen,-20.0167,148.2333,29.7,73,51,7.89,AU,1675651982
303,barcelona,41.3888,2.159,10.86,74,75,3.6,ES,1675651745
304,roald,62.5833,6.1333,7.29,65,75,7.2,NO,1675651983
305,saint anthony,45.0205,-93.218,-4.21,76,0,2.06,US,1675651984
306,dwarka,22.2394,68.9678,21.49,77,28,3.39,IN,1675651984
307,kaeo,-35.1,173.7833,20.21,90,100,2.77,NZ,1675651985
308,mudanjiang,44.5833,129.6,-11.15,80,76,1.2,CN,1675651985
309,nieuw amsterdam,5.8833,-55.0833,26.12,84,100,4.33,SR,1675651986
310,dogondoutchi,13.6393,4.0287,24.77,16,100,3.77,NE,1675651987
311,verkhoyansk,67.5447,133.385,-38.97,100,96,0.71,RU,1675651987
312,songea,-10.6833,35.65,18.64,94,40,0.0,TZ,1675651988
313,sakakah,29.9697,40.2064,6.76,42,11,4.53,SA,1675651988
314,siuna,13.7332,-84.7773,19.25,87,3,1.77,NI,1675651989
315,uromi,6.7,6.3333,22.48,92,100,1.47,NG,1675651990
316,poitiers,46.5833,0.3333,4.02,71,0,4.63,FR,1675651731
317,te anau,-45.4167,167.7167,18.71,54,90,3.07,NZ,1675651990
318,sompeta,18.9333,84.6,24.13,42,23,0.41,IN,1675651991
319,nelson bay,-32.7167,152.15,28.03,70,3,6.61,AU,1675651991
320,axim,4.8699,-2.2405,26.31,91,80,3.46,GH,1675651992
321,marrakesh,31.6315,-8.0083,9.04,49,20,2.06,MA,1675651959
322,singojuruh,-8.3167,114.2333,26.8,73,99,0.75,ID,1675651993
323,poya,-21.35,165.15,31.92,65,100,2.23,NC,1675651699
324,tura,25.5198,90.2201,20.23,39,0,1.56,IN,1675651746
325,jhargram,22.45,86.9833,22.04,28,0,2.47,IN,1675651994
326,lavumisa,-27.31,31.892,20.64,91,87,1.64,SZ,1675651995
327,novyy urgal,51.0736,132.5642,-23.93,88,97,0.4,RU,1675651995
328,kudahuvadhoo,2.6708,72.8944,27.11,77,100,1.57,MV,1675651996
329,chicama,-7.8447,-79.1469,20.3,72,31,1.51,PE,1675651997
330,petropavlovsk-kamchatskiy,53.0452,158.6483,-3.67,63,75,0.0,RU,1675651998
331,port-gentil,-0.7193,8.7815,27.15,77,98,4.22,GA,1675651998
332,montepuez,-13.1256,38.9997,20.38,99,100,1.6,MZ,1675651999
333,alamogordo,32.8995,-105.9603,15.59,23,20,5.66,US,1675651999
334,surt,31.2089,16.5887,12.98,64,85,6.09,LY,1675651999
335,leningradskiy,69.3833,178.4167,-29.76,98,100,2.25,RU,1675652000
336,galle,6.0367,80.217,25.28,89,100,2.64,LK,1675651953
337,batagay-alyta,67.8006,130.4114,-32.29,98,100,0.34,RU,1675652001
338,touros,-5.1989,-35.4608,26.19,79,10,3.95,BR,1675652001
339,beyneu,45.3167,55.2,-0.98,82,45,3.58,KZ,1675652002
340,tabou,4.423,-7.3528,25.74,85,100,3.0,CI,1675652003
341,luderitz,-26.6481,15.1594,16.15,94,79,0.47,NA,1675652004
342,caravelas,-17.7125,-39.2481,25.49,84,0,4.49,BR,1675652004
343,puerto carreno,6.189,-67.4859,26.01,58,45,1.16,CO,1675652005
344,goderich,43.7501,-81.7165,1.06,93,100,6.69,CA,1675652006
345,swansea,51.6208,-3.9432,3.24,87,35,3.06,GB,1675652006
346,mezica,46.5214,14.8544,-5.32,55,37,0.27,SI,1675652007
347,klyuchevskiy,53.5317,119.4519,-18.05,80,100,1.72,RU,1675652007
348,sanmenxia,34.7747,111.1814,8.5,40,74,1.79,CN,1675652008
349,keetmanshoop,-26.5833,18.1333,24.87,39,100,1.18,NA,1675652008
350,raymond,43.9015,-70.4703,-1.66,74,100,1.23,US,1675651881
351,dakar,14.6937,-17.4441,18.49,72,52,9.93,SN,1675651821
352,zhytomyr,50.2649,28.6767,-6.33,95,99,4.58,UA,1675652009
353,mundo nuevo,18.7,-95.5,22.37,85,99,4.79,MX,1675652009
354,hambantota,6.1241,81.1185,24.19,100,40,1.54,LK,1675652010
355,narsaq,60.9167,-46.05,-9.88,83,76,4.87,GL,1675652010
356,paamiut,61.994,-49.6678,-10.7,74,100,6.1,GL,1675652011
357,kidal,18.4411,1.4078,21.88,13,7,2.85,ML,1675652011
358,pachino,36.7186,15.0907,5.23,56,1,3.94,IT,1675652011
359,ambilobe,-13.2,49.05,22.54,95,71,0.99,MG,1675652012
360,bongor,10.2806,15.3722,22.79,19,98,3.02,TD,1675652012
361,skibbereen,51.55,-9.2667,10.06,96,90,5.28,IE,1675652012
362,didao,45.3667,130.8,-9.88,75,78,2.17,CN,1675652013
363,syracuse,37.0881,15.2792,5.77,57,1,3.51,IT,1675652013
364,shelbyville,35.4834,-86.4603,9.14,68,0,0.0,US,1675652014
365,kavaratti,10.5669,72.642,27.13,71,12,2.72,IN,1675652014
